id,X,Y,Z
9645,0.879519347209312,0.8817251507553212,0.8806222489823166
5382,0.33008919127141084,0.7946387277990935,0.5623639595352522
6301,0.2595924598692771,0.8070805690340191,0.5333365144516481
5628,0.21815220978882388,0.8671826165100824,0.5426674131494531
9319,0.8715905387511146,0.8924672480573399,0.8820288934042273
2814,0.0645095968335494,0.4602886714549714,0.2623991341442604
61,0.3997373683438104,0.49939181763331436,0.4495645929885624
7239,0.3244002787941923,0.9333418224769866,0.6288710506355895
1672,0.444444088101262,0.3840895774315706,0.4142668327664163
7565,0.2966942871249163,0.9384556172485446,0.6175749521867304
1529,0.156102274648438,0.3445182081439776,0.25031024139620783
5220,0.3294401977265154,0.7076208655130416,0.5185305316197785
9237,0.7187919889684886,0.8754967331329645,0.7971443610507265
1794,0.19150553605976856,0.4704875652362338,0.33099655064800115
5750,0.49583124943808604,0.9891751789758456,0.7425032142069659
2936,0.008898671642287748,0.10442549071211887,0.05666208117720331
5872,0.3119102266722705,0.680565897010037,0.4962380618411537
8156,0.8669713962332334,0.8186248210520815,0.8427981086426575
4282,0.25420824635775585,0.28625210482127195,0.2702301755895139
5424,0.10256079340042258,0.7063284044686098,0.4044445989345162
4221,0.3450024104948356,0.16111181190084956,0.2530571111978426
9664,0.8242311176951436,0.888165265703168,0.8561981916991558
8707,0.8798085048349621,0.778493094579887,0.8291507997074246
1203,0.10820303588916713,0.2023971235549391,0.15530007972205312
7035,0.4874888555800472,0.6595717446790526,0.5735303001295499
8217,0.8938330407579378,0.8029139733875139,0.8483735070727259
8381,0.8173981845027549,0.8173844706835706,0.8173913275931628
4894,0.30873000985122,0.02805935153466843,0.16839468069294422
4078,0.3092678829722273,0.12307652469272679,0.21617220383247704
2406,0.19117532394602738,0.2620049631636504,0.2265901435548389
6158,0.2104178355525564,0.6797668884580398,0.4450923620052981
530,0.06831846024089566,0.44072071630174453,0.2545195882713201
5954,0.25524488230771863,0.6316413951725981,0.4434431387401584
1407,0.46762677160980887,0.28465818636267926,0.3761424789862441
9992,0.7949959366796878,0.8733808617665255,0.8341883992231067
7973,0.05568943018622883,0.9604768189319985,0.5080831245591136
2141,0.3354427921661745,0.10094739504644418,0.21819509360630934
8442,0.8087005814712694,0.7647688246780914,0.7867347030746804
2345,0.17723255676581556,0.41755698973977223,0.2973947732527939
8850,0.8815751665620423,0.7748420969658499,0.8282086317639461
6484,0.4978624531745498,0.619136178473554,0.5584993158240519
1468,0.18917532086468808,0.4542582966497698,0.32171680875722897
5363,0.22540812214305167,0.6136206870270311,0.4195144045850414
8299,0.7518193055279028,0.8531880203957127,0.8025036629618078
9380,0.7986399460794634,0.8285358164586594,0.8135878812690613
9054,0.8700908338772014,0.8702626123984553,0.8701767231378283
2793,0.20210359171975983,0.14245887754798076,0.1722812346338703
7912,0.17793097499213034,0.8958639550136074,0.5368974650028688
734,0.08537146033179183,0.09633469904462866,0.09085307968821024
7300,0.2689040062696099,0.9124567356999367,0.5906803709847733
4343,0.2712148607390962,0.4996591304730363,0.38543699560606626
4017,0.25827639965057403,0.304993298426389,0.2816348490384815
6505,0.250084563161174,0.90456079338549,0.5773226782733321
2324,0.3561091149980553,0.28615123660988734,0.3211301758039713
938,0.0034548034938055583,0.40282172550075523,0.2031382644972804
5893,0.35417878067661407,0.9069569509273281,0.6305678658019711
3487,0.09963111545181913,0.30885690137908833,0.20424400841545373
6036,0.36100053607498095,0.911732523570339,0.63636652982266
6974,0.04684850945312424,0.6382880078927867,0.3425682586729555
3018,0.0059223740538674186,0.3216957101808368,0.16380904211735212
8585,0.850752907963758,0.8139281175095436,0.8323405127366508
8421,0.8943047297485605,0.8287754264502107,0.8615400780993856
2202,0.0714915380240414,0.012947441952077587,0.042219489988059494
326,0.061073280005627784,0.14663185384562083,0.1038525669256243
469,0.10917310986644052,0.19165547737969213,0.15041429362306633
5281,0.011032793245482097,0.8289247723681163,0.41997878280679923
4425,0.3969540023819998,0.23562046269240544,0.3162872325372026
1590,0.1290408118634051,0.2712797151684144,0.20016026351590976
9523,0.7772371339781654,0.8415614874141012,0.8093993106961332
7708,0.03146012383394996,0.6237022116651176,0.3275811677495338
6341,0.17248238385758705,0.7501301181607728,0.46130625100917994
0,0.18706843221701475,0.45413377680131045,0.32060110450916257
3792,0.3253075521707977,0.06191473263440256,0.19361114240260013
1752,0.42675334782009494,0.3913471049585455,0.4090502263893202
8177,0.763842357847823,0.8824036587015258,0.8231230082746743
3344,0.06008402797765616,0.31497412039419304,0.1875290741859246
3752,0.3935139818510936,0.4323608420474184,0.41293741194925604
9359,0.7190960612495773,0.8022866564071452,0.7606913588283613
6423,0.16129210799596208,0.8944321265331954,0.5278621172645788
9115,0.711903321085715,0.7591390674929808,0.7355211942893478
4690,0.37682443022212325,0.18346954866411253,0.2801469894431179
3405,0.33862712926723737,0.3968623677254,0.36774474849631866
5811,0.24599237495335718,0.6870020424294856,0.4664972086914214
8503,0.8614166341996226,0.8150413836590625,0.8382290089293425
4404,0.2563573273219548,0.4507473003796866,0.3535523138508207
1182,0.10156066151453019,0.046881111003880926,0.07422088625920556
8686,0.8545211025126619,0.8124176552254316,0.8334693788690468
3201,0.16338805262993816,0.04154016997875121,0.10246411130434468
7401,0.08196898540709001,0.71165591309907,0.39681244925307996
6524,0.17882285708913875,0.7063716974951099,0.4425972772921243
2671,0.49078391381940323,0.48119792042753545,0.4859909171234693
1487,0.023361124261924382,0.36765385167306913,0.19550748796749676
6831,0.3382767047688488,0.6509372314970777,0.49460696813296323
406,0.44884431389636154,0.22848860325838133,0.33866645857737143
3935,0.042090157104483605,0.44426382445382184,0.24317699077915272
9788,0.7654176155033363,0.8270978063024459,0.7962577109028911
591,0.0031367118287853324,0.41127028708961194,0.20720349945919864
896,0.4600048054334184,0.15093777857155838,0.30547129200248835
8911,0.8994240807809024,0.7523204946387265,0.8258722877098145
1121,0.11114323386971275,0.4567813216824537,0.28396227777608324
3874,0.03559858240760094,0.21208269076431102,0.12384063658595598
6627,0.03534322674153787,0.6076704255784076,0.3215068261599727
8095,0.8524842912857606,0.7618930969335148,0.8071886941096378
2875,0.16800806713073863,0.2893877384447426,0.2286979027877406
9685,0.7342789008881393,0.855756150432698,0.7950175256604186
2610,0.016138570144598907,0.1440304971630611,0.08008453365383
7443,0.35234618686514774,0.8621506921009641,0.607248439483056
5689,0.5904630886302472,0.8448918433352173,0.7176774659827323
6892,0.11778461835282211,0.7424490508866466,0.4301168346197344
6362,0.368136985005239,0.6703524533690794,0.5192447191871592
5586,0.16557869220728355,0.8994955896236732,0.5325371409154783
4955,0.4988684088669186,0.27559946454447315,0.38723393670569584
9502,0.8507077971424671,0.8186715508150676,0.8346896739787674
387,0.14377161323282783,0.016545359523237713,0.08015848637803277
5159,0.02074134397031635,0.9387412078476967,0.4797412759090065
8890,0.8361615444914875,0.7762497631057015,0.8062056537985944
7769,0.18979814014006127,0.8943521569277892,0.5420751485339252
9441,0.8055163098238247,0.770032310664254,0.7877743102440393
8013,0.8650899954060981,0.8928290616089448,0.8789595285075215
7666,0.2992926676472188,0.7173353956616154,0.5083140316544171
3140,0.2987740267617143,0.17574066597201854,0.2372573463668664
4812,0.03358669036343631,0.09345552261420598,0.06352110648882114
7361,0.11315943581275846,0.7795415504814132,0.4463504931470858
101,0.15313466301175183,0.3912622428781491,0.2721984529449505
